Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Year,Month,Day_of_Week,Day_Name,Is_Weekend,Quarter,Day_of_Month,Traffic Volume_Lag1,Traffic Volume_Lag7,Traffic Volume_Rolling7,Congestion Level_Lag1,Congestion Level_Lag7,Congestion Level_Rolling7,Average Speed_Lag1,Average Speed_Lag7,Average Speed_Rolling7,Speed_Volume_Ratio,Congestion_per_Incident,Road_Avg_Congestion,Area_Avg_Congestion,Congestion_Deviation
2022-02-04,Indiranagar,CMH Road,25298,40.81778959718889,1.5,89.68195902095343,100.0,4,100.596,47.00951239188368,61.37507433406901,81.94815109866423,83,Clear,No,2022,2,4,Friday,0,1,4,36829.0,33499.0,35788.28571428572,100.0,100.0,97.47375485673545,35.0855608082435,31.38411419424407,37.40834733361205,1.6134789152181555,17.936391804190684,88.1763652110034,87.64189020088799,1.5055938099500281
2022-02-05,Indiranagar,CMH Road,34232,30.413613638989155,1.5,100.0,100.0,2,118.464,38.383017343129296,99.36357855866058,64.6124478369694,94,Clear,No,2022,2,5,Saturday,1,1,5,25298.0,46015.0,34616.71428571428,89.68195902095343,100.0,95.99974900258594,40.81778959718889,40.9564405756972,38.75601524831846,0.8884556449809873,33.333333333333336,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-06,Indiranagar,CMH Road,23468,55.36515583504435,1.3049444854828691,71.10418977446227,100.0,0,96.936,51.06212161831923,78.21579620991763,75.90076744542598,107,Fog,No,2022,2,6,Sunday,1,1,6,34232.0,24746.0,32933.42857142857,100.0,91.53440171464116,95.99974900258594,30.413613638989155,48.12378210466572,37.24989711450303,2.359176573847126,71.10418977446227,88.1763652110034,87.64189020088799,-17.07217543654113
2022-02-07,Indiranagar,CMH Road,33627,35.34008096228147,1.5,100.0,100.0,5,117.254,19.272945943934857,81.87662055172497,77.31238000654255,84,Overcast,No,2022,2,0,Monday,0,1,7,23468.0,39591.0,32750.85714285714,71.10418977446227,100.0,93.0811472968461,55.36515583504435,20.239329082282783,38.28437907598568,1.050943615614877,16.666666666666668,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-08,Indiranagar,CMH Road,45752,39.79360953429422,1.5,100.0,100.0,4,141.50400000000002,14.403523321261677,67.49387165307155,51.623538584587415,107,Clear,No,2022,2,1,Tuesday,0,1,8,33627.0,26233.0,31898.85714285714,100.0,90.78188228250694,93.08114729684608,35.34008096228147,36.86416169744047,40.44162934455692,0.8697676502512287,20.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-09,Indiranagar,CMH Road,39145,39.87774821084338,1.5,100.0,100.0,3,128.29000000000002,10.515048073779017,80.72822928730083,51.87643287659016,102,Windy,No,2022,2,2,Wednesday,0,1,9,45752.0,43605.0,34687.28571428572,100.0,100.0,94.39802125648795,39.79360953429422,49.20504287271064,40.86012189267889,1.0187188200496455,25.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-10,Indiranagar,CMH Road,25264,28.77252439998093,1.5,77.95147926233568,100.0,1,100.528,68.46708421112059,74.6146736620261,92.08077298789075,102,Overcast,Yes,2022,2,3,Thursday,0,1,10,39145.0,36829.0,34050.142857142855,100.0,100.0,94.39802125648795,39.87774821084338,35.0855608082435,39.527651226697856,1.1388744616838558,38.97573963116784,88.1763652110034,87.64189020088799,-10.224885948667719
2022-02-11,Indiranagar,CMH Road,22683,49.62453986127127,1.0521271952365163,72.52254074072317,100.0,1,95.366,19.219667464444857,94.3497987411832,81.68916423736438,92,Clear,No,2022,2,4,Friday,0,1,11,25264.0,25298.0,32398.0,77.95147926233568,89.68195902095343,91.24823257967877,28.77252439998093,40.81778959718889,38.625788882660345,2.187741474287849,36.261270370361586,88.1763652110034,87.64189020088799,-15.653824470280227
2022-02-12,Indiranagar,CMH Road,32273,23.74412885968031,1.5,100.0,100.0,0,114.546,65.68810743486537,79.08585503956198,56.5440569276788,92,Overcast,No,2022,2,5,Saturday,1,1,12,22683.0,34232.0,32024.428571428572,72.52254074072317,100.0,88.79688711107444,49.62453986127127,30.413613638989155,39.88389606324353,0.7357273528857035,100.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-13,Indiranagar,CMH Road,22426,37.15503927610465,1.0333516215075038,83.32348837220891,100.0,3,94.852,12.715961831022122,67.47090112924518,91.56229025449711,108,Clear,No,2022,2,6,Sunday,1,1,13,32273.0,23468.0,31744.571428571428,100.0,71.10418977446227,88.79688711107444,23.74412885968031,55.36515583504435,38.93111252334228,1.6567840576163675,20.83087209305223,88.1763652110034,87.64189020088799,-4.8528768387944865
2022-02-15,Indiranagar,CMH Road,41665,33.357580149679684,1.5,100.0,100.0,2,133.32999999999998,50.144423472368366,68.60975282003815,93.08124750419891,121,Clear,No,2022,2,1,Tuesday,0,1,15,22426.0,33627.0,31595.714285714286,83.32348837220891,100.0,90.54250119646682,37.15503927610465,35.34008096228147,36.32966730063661,0.8006139481502385,33.333333333333336,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-16,Indiranagar,CMH Road,36303,39.69578896898392,1.5,100.0,100.0,1,122.606,49.86376716956143,94.44454080245704,53.91691088810033,82,Clear,No,2022,2,2,Wednesday,0,1,16,41665.0,45752.0,32744.0,100.0,100.0,90.54250119646682,33.357580149679684,39.79360953429422,36.04645289883635,1.0934575370901556,50.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-17,Indiranagar,CMH Road,43926,40.98099155047466,1.5,100.0,100.0,0,137.852,13.7404221673712,97.50201349629354,76.49378127591031,103,Clear,No,2022,2,3,Thursday,0,1,17,36303.0,39145.0,31394.14285714286,100.0,100.0,90.54250119646682,39.69578896898392,39.87774821084338,36.03247853236345,0.9329552326748318,100.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-18,Indiranagar,CMH Road,33978,44.57537163279768,1.5,100.0,100.0,1,117.956,19.54597735206209,67.86754232924852,52.7666193581673,90,Rain,No,2022,2,4,Friday,0,1,18,43926.0,25264.0,32077.14285714286,100.0,77.95147926233568,90.54250119646682,40.98099155047466,28.77252439998093,36.190084723739346,1.311889211630987,50.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-19,Indiranagar,CMH Road,14098,31.14590608181871,1.3904313329890077,47.63942061029665,74.5432182837609,0,78.196,23.3736308096078,77.63019773765271,79.23784041686524,195,Overcast,No,2022,2,5,Saturday,1,1,19,33978.0,22683.0,33322.0,100.0,72.52254074072317,93.692289873276,44.57537163279768,49.62453986127127,38.447634328427455,2.209242877132835,47.63942061029665,88.1763652110034,87.64189020088799,-40.53694460070675
2022-02-20,Indiranagar,CMH Road,39196,32.41954484388839,1.5,100.0,100.0,2,128.392,22.84205193312055,90.33614692136813,51.09932610196618,110,Rain,No,2022,2,6,Sunday,1,1,20,14098.0,32273.0,32095.571428571428,47.63942061029665,100.0,90.13755842607223,31.14590608181871,23.74412885968031,35.80782950279137,0.8271136045486374,33.333333333333336,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-21,Indiranagar,CMH Road,23213,37.375820493970856,1.0467515042363755,87.09383547488542,100.0,0,96.426,23.935761897957043,83.50812913365905,53.202176193239424,92,Clear,No,2022,2,0,Monday,0,1,21,39196.0,22426.0,33084.57142857143,100.0,83.32348837220891,90.13755842607223,32.41954484388839,37.15503927610465,37.04717464339252,1.610124520482956,87.09383547488542,88.1763652110034,87.64189020088799,-1.0825297361179764
2022-02-22,Indiranagar,CMH Road,35250,31.31550124633972,1.5,100.0,100.0,0,120.5,11.049895026399568,66.44400093025689,99.80063916911242,89,Overcast,Yes,2022,2,1,Tuesday,0,1,22,23213.0,41665.0,33197.0,87.09383547488542,100.0,90.6761794407403,37.375820493970856,33.357580149679684,37.07871481737341,0.8883830140805594,100.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-23,Indiranagar,CMH Road,34513,20.0,1.5,100.0,100.0,2,119.026,19.84573374635667,88.66527746808126,71.86408241223089,97,Clear,No,2022,2,2,Wednesday,0,1,23,35250.0,36303.0,32280.571428571428,100.0,100.0,90.6761794407403,31.31550124633972,39.69578896898392,36.78698925975342,0.5794917857039377,33.333333333333336,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-24,Indiranagar,CMH Road,31883,46.79942130038464,1.5,100.0,100.0,2,113.766,58.75550284338224,75.04167164436626,97.13048550793278,110,Clear,No,2022,2,3,Thursday,0,1,24,34513.0,43926.0,32024.85714285714,100.0,100.0,90.6761794407403,20.0,40.98099155047466,33.973305121327144,1.4678487375838107,33.333333333333336,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-25,Indiranagar,CMH Road,32188,46.5469376671672,1.5,100.0,100.0,1,114.376,77.31483446207127,80.45870160170469,86.69601851438503,97,Clear,No,2022,2,4,Friday,0,1,25,31883.0,33978.0,30304.428571428572,100.0,100.0,90.6761794407403,46.79942130038464,44.57537163279768,34.80450937131429,1.446095988168485,50.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-26,Indiranagar,CMH Road,36263,36.75386124539947,1.5,100.0,100.0,4,122.526,45.84163723761316,81.95367022373895,76.9163186004956,102,Overcast,No,2022,2,5,Saturday,1,1,26,32188.0,14098.0,30048.714285714286,100.0,47.63942061029665,90.6761794407403,46.5469376671672,31.14590608181871,35.086161661938505,1.0135361455312433,20.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-02-27,Indiranagar,CMH Road,21542,45.30146398782015,1.268389883794314,76.88542035549514,100.0,1,93.084,51.87277118794017,70.57617191718582,76.3812228419354,100,Clear,No,2022,2,6,Sunday,1,1,27,36263.0,39196.0,33215.142857142855,100.0,100.0,98.15626221069792,36.75386124539947,32.41954484388839,35.88729811387861,2.102936774107332,38.44271017774757,88.1763652110034,87.64189020088799,-11.290944855508258
2022-02-28,Indiranagar,CMH Road,36263,30.597253631491967,1.5,100.0,100.0,2,122.526,17.515278291546743,65.82514954101806,51.67189927805488,99,Clear,No,2022,2,0,Monday,0,1,28,21542.0,23213.0,30693.14285714286,76.88542035549514,87.09383547488542,94.85417940434009,45.30146398782015,37.375820493970856,37.72757227729743,0.8437595795023017,33.333333333333336,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-01,Indiranagar,CMH Road,47746,39.82790124060318,1.5,100.0,100.0,2,145.49200000000002,62.04517750453527,81.27953273083128,90.45172751201709,109,Fog,No,2022,3,1,Tuesday,0,1,1,36263.0,35250.0,32557.428571428572,100.0,100.0,96.69791719364217,30.597253631491967,31.31550124633972,36.75920558265759,0.834162050027294,33.333333333333336,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-02,Indiranagar,CMH Road,40261,26.77664528647276,1.5,100.0,100.0,3,130.522,57.13740353208846,95.65130659311002,90.19423543676268,90,Fog,Yes,2022,3,2,Wednesday,0,1,2,47746.0,34513.0,34342.57142857143,100.0,100.0,96.69791719364217,39.82790124060318,20.0,37.975262724695234,0.6650765079474618,25.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-03,Indiranagar,CMH Road,36902,42.6759007694996,1.5,100.0,100.0,6,123.804,49.3898080339542,63.9892388937553,96.09778150663752,87,Clear,No,2022,3,3,Thursday,0,1,3,40261.0,31883.0,35163.71428571428,100.0,100.0,96.69791719364217,26.77664528647276,46.79942130038464,38.94335490847705,1.1564657950652972,14.285714285714286,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-04,Indiranagar,CMH Road,32571,26.091957342553755,1.5,100.0,100.0,2,115.142,58.93191898294665,70.11647222225149,52.024391216415225,97,Clear,No,2022,3,4,Friday,0,1,4,36902.0,32188.0,35880.71428571428,100.0,100.0,96.69791719364217,42.6759007694996,46.5469376671672,38.35428054692205,0.8010794062986631,33.333333333333336,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-05,Indiranagar,CMH Road,37812,30.89970588461089,1.5,100.0,100.0,0,125.624,78.29234780123784,94.73295854601471,94.66180736049732,114,Rain,No,2022,3,5,Saturday,1,1,5,32571.0,36263.0,35935.42857142857,100.0,100.0,96.69791719364217,26.091957342553755,36.75386124539947,35.4321405005487,0.8171931102457127,100.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-06,Indiranagar,CMH Road,33106,34.48882736523361,1.5,100.0,100.0,5,116.212,21.149812614462093,77.41557584512054,70.09493539779834,102,Fog,No,2022,3,6,Sunday,1,1,6,37812.0,21542.0,36156.71428571428,100.0,76.88542035549514,96.69791719364217,30.89970588461089,45.30146398782015,34.595832591864614,1.0417696902444755,16.666666666666668,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-07,Indiranagar,CMH Road,23799,45.46478669204788,1.1631440102363653,83.43069044526665,100.0,3,97.598,43.77160292667823,83.89397203911412,73.62310569574453,106,Clear,No,2022,3,0,Monday,0,1,7,33106.0,36263.0,37808.71428571428,100.0,100.0,100.0,34.48882736523361,30.597253631491967,33.051170217209396,1.9103654225827926,20.857672611316662,88.1763652110034,87.64189020088799,-4.7456747657367515
2022-03-08,Indiranagar,CMH Road,39430,36.84858654060365,1.5,100.0,100.0,3,128.86,20.46560476644873,83.07638141291005,82.8747114992471,90,Overcast,No,2022,3,1,Tuesday,0,1,8,23799.0,47746.0,36028.142857142855,83.43069044526665,100.0,97.63295577789522,45.46478669204788,39.82790124060318,35.17510351157453,0.9345317408218019,25.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-09,Indiranagar,CMH Road,50717,27.89863393162618,1.5,100.0,100.0,3,151.434,11.561119342905052,84.38020489797724,68.39161121604782,97,Clear,No,2022,3,2,Wednesday,0,1,9,39430.0,40261.0,34840.142857142855,100.0,100.0,97.63295577789522,36.84858654060365,26.77664528647276,34.749487125860306,0.5500844673704316,25.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-11,Indiranagar,CMH Road,25517,39.48078341012892,1.5,88.77375651469652,100.0,1,101.034,49.927026970335874,90.2591071536165,55.528959353432974,111,Rain,No,2022,3,4,Friday,0,1,11,50717.0,36902.0,36333.857142857145,100.0,100.0,97.63295577789522,27.89863393162618,42.6759007694996,34.90977121802508,1.547234526399221,44.38687825734826,88.1763652110034,87.64189020088799,0.5973913036931151
2022-03-12,Indiranagar,CMH Road,26937,38.817247448468265,1.5,98.35017483549107,100.0,3,103.874,16.291479607044664,65.27719303015243,74.77545886653192,85,Clear,No,2022,3,5,Saturday,1,1,12,25517.0,32571.0,34707.42857142857,88.77375651469652,100.0,96.02920670856615,39.48078341012892,26.091957342553755,34.45332588097212,1.441038254017458,24.58754370887277,88.1763652110034,87.64189020088799,10.173809624487674
2022-03-13,Indiranagar,CMH Road,26793,39.44968315376176,1.5,81.17656240539654,100.0,0,103.586,51.55568056127672,95.46937567783618,83.53316580010497,115,Clear,No,2022,3,6,Sunday,1,1,13,26937.0,37812.0,33902.57142857143,98.35017483549107,100.0,95.79351739935059,38.817247448468265,30.89970588461089,36.27122446753134,1.4723876816243706,81.17656240539654,88.1763652110034,87.64189020088799,-6.999802805606862
2022-03-14,Indiranagar,CMH Road,11027,45.7957954655656,1.1566911054524711,38.5421018914084,52.891858969027,0,72.054,64.23051358265391,97.87164689126482,55.0220208930983,192,Clear,No,2022,3,0,Monday,0,1,14,26793.0,33106.0,32328.428571428572,81.17656240539654,100.0,93.10445488583582,39.44968315376176,34.48882736523361,37.49264979169575,4.153060258054375,38.5421018914084,88.1763652110034,87.64189020088799,-49.634263319595
2022-03-15,Indiranagar,CMH Road,53009,46.36455574324845,1.5,100.0,100.0,1,156.018,29.45454075385513,95.61257824854604,77.49942079329765,97,Fog,No,2022,3,1,Tuesday,0,1,15,11027.0,23799.0,29174.285714285714,38.5421018914084,83.43069044526665,84.32475515603701,45.7957954655656,45.46478669204788,39.10793094888603,0.8746544123308957,50.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-16,Indiranagar,CMH Road,24004,31.24914766832915,1.317291871309329,73.01640621701084,100.0,1,98.008,56.33424111105485,78.6799767813288,90.6016646512997,88,Clear,No,2022,3,2,Wednesday,0,1,16,53009.0,39430.0,33347.142857142855,100.0,100.0,86.6917993781418,46.36455574324845,36.84858654060365,39.23646938477184,1.3018308477057636,36.50820310850542,88.1763652110034,87.64189020088799,-15.15995899399256
2022-03-17,Indiranagar,CMH Road,32671,52.127114112762726,1.5,99.22672413242373,100.0,0,115.342,10.084252973631251,84.64394248597418,59.45085336672771,90,Clear,No,2022,3,3,Thursday,0,1,17,24004.0,50717.0,31143.428571428572,73.01640621701084,100.0,82.8370002662862,31.24914766832915,27.89863393162618,38.43654954587547,1.5955163329179618,99.22672413242373,88.1763652110034,87.64189020088799,11.050358921420326
2022-03-18,Indiranagar,CMH Road,23926,33.69955830835635,1.1035554967882018,84.84379948184463,100.0,1,97.852,22.66811447846016,91.8903610259243,72.84901798140024,95,Clear,No,2022,3,4,Friday,0,1,18,32671.0,25517.0,28565.428571428572,99.22672413242373,88.77375651469652,82.72653228520387,52.127114112762726,39.48078341012892,41.897761000323555,1.4084911104387008,42.42189974092231,88.1763652110034,87.64189020088799,-3.332565729158773
2022-03-19,Indiranagar,CMH Road,37666,54.85944776088007,1.5,100.0,100.0,3,125.332,15.876616304984868,73.58259382254116,65.54230777586966,123,Rain,No,2022,3,5,Saturday,1,1,19,23926.0,26937.0,28338.14285714286,84.84379948184463,98.35017483549107,82.1651098519393,33.69955830835635,38.817247448468265,41.07187170007033,1.456471294028569,25.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-20,Indiranagar,CMH Road,12426,64.87806564762086,1.177657680888048,44.10879882336705,65.4067940720354,0,74.852,54.87836255363855,98.14288895340636,91.98122479307804,197,Clear,No,2022,3,6,Sunday,1,1,20,37666.0,26793.0,29870.85714285714,100.0,81.17656240539654,82.40079916115486,54.85944776088007,39.44968315376176,43.363614601843445,5.221154486368973,44.10879882336705,88.1763652110034,87.64189020088799,-44.06756638763635
2022-03-21,Indiranagar,CMH Road,23109,50.418928204759055,1.2936873358115475,82.17964649480238,100.0,2,96.218,13.2151022560363,64.46412797807567,59.357251573111306,100,Clear,No,2022,3,0,Monday,0,1,21,12426.0,11027.0,27818.428571428572,44.10879882336705,38.5421018914084,77.10540436372209,64.87806564762086,45.7957954655656,46.996240672394755,2.1817875375290603,27.393215498267462,88.1763652110034,87.64189020088799,-5.996718716201016
2022-03-22,Indiranagar,CMH Road,32927,22.9783163282566,1.5,100.0,100.0,3,115.854,62.07056966217198,94.2549639285921,65.50081779109244,97,Overcast,Yes,2022,3,1,Tuesday,0,1,22,23109.0,53009.0,29544.428571428572,82.17964649480238,100.0,83.3393393070641,50.418928204759055,46.36455574324845,47.65668820656524,0.6978563588622286,25.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-23,Indiranagar,CMH Road,34618,40.9657234488355,1.5,100.0,100.0,2,119.236,42.98755016364697,61.07082342812512,54.59689679604188,106,Overcast,No,2022,3,2,Wednesday,0,1,23,32927.0,24004.0,26675.571428571428,100.0,73.01640621701084,83.3393393070641,22.9783163282566,31.24914766832915,44.315796861566405,1.1833648231797185,33.333333333333336,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-24,Indiranagar,CMH Road,46720,51.00907991888916,1.5,100.0,100.0,3,143.44,55.07596137351372,84.51419095853456,85.95982802568273,104,Rain,No,2022,3,3,Thursday,0,1,24,34618.0,32671.0,28191.85714285714,100.0,99.22672413242373,87.19413841891969,40.9657234488355,52.127114112762726,45.70387911592445,1.091803936620059,25.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-25,Indiranagar,CMH Road,22399,44.820720317502015,1.0138968583689307,74.03800386976255,100.0,1,94.798,79.50324436294851,75.8258728478685,81.22793179586972,99,Clear,No,2022,3,4,Friday,0,1,25,46720.0,23926.0,30198.85714285714,100.0,84.84379948184463,87.30460640000202,51.00907991888916,33.69955830835635,45.544159945371085,2.0010143451717495,37.019001934881274,88.1763652110034,87.64189020088799,-14.138361341240852
2022-03-27,Indiranagar,CMH Road,34896,42.66177597621218,1.5,100.0,100.0,1,119.792,32.06311031077747,95.00748853834916,67.35834198371464,102,Clear,No,2022,3,6,Sunday,1,1,27,22399.0,37666.0,29980.714285714286,74.03800386976255,100.0,85.7609213125617,44.820720317502015,54.85944776088007,47.13289737524904,1.2225405770349662,50.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-28,Indiranagar,CMH Road,22423,34.42063337991091,1.3846315884155662,76.31279835337104,100.0,2,94.846,22.80213556275869,65.72658831110317,97.2539598903916,88,Clear,No,2022,3,0,Monday,0,1,28,34896.0,12426.0,29585.0,100.0,44.10879882336705,85.7609213125617,42.66177597621218,64.87806564762086,45.390372834582195,1.5350592418459132,25.437599451123678,88.1763652110034,87.64189020088799,-11.863566857632364
2022-03-29,Indiranagar,CMH Road,25636,31.20284179785312,1.5,90.37865455997743,100.0,0,101.272,60.09716437987377,75.62810202752438,88.30399995591105,98,Clear,No,2022,3,1,Tuesday,0,1,29,22423.0,23109.0,31013.14285714286,76.31279835337104,82.17964649480238,90.36149267399085,34.42063337991091,50.418928204759055,41.03931108205221,1.2171493913969855,90.37865455997743,88.1763652110034,87.64189020088799,2.202289348974034
2022-03-30,Indiranagar,CMH Road,39834,40.24867577885309,1.5,100.0,100.0,3,129.668,47.96870900748161,74.84446655106352,84.87495180185473,99,Rain,No,2022,3,2,Wednesday,0,1,30,25636.0,32927.0,31374.14285714286,90.37865455997743,100.0,91.53277954044442,31.20284179785312,22.9783163282566,38.29415588106564,1.0104100963712679,25.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-03-31,Indiranagar,CMH Road,34528,42.79300472732236,1.5,100.0,100.0,2,119.056,57.30536745395896,76.58760616663145,56.20484380548412,98,Clear,No,2022,3,3,Thursday,0,1,31,39834.0,34618.0,32360.85714285714,100.0,100.0,91.53277954044442,40.24867577885309,40.9657234488355,40.76135008829372,1.2393710822324595,33.333333333333336,88.1763652110034,87.64189020088799,11.8236347889966
2022-04-01,Indiranagar,CMH Road,29150,32.86567302912076,1.5,100.0,100.0,0,108.3,74.3196999118173,84.36326620084054,90.3657150384526,97,Overcast,No,2022,4,4,Friday,0,2,1,34528.0,46720.0,32348.0,100.0,100.0,91.53277954044442,42.79300472732236,51.00907991888916,41.02239027093469,1.1274673423369042,100.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-04-02,Indiranagar,CMH Road,22393,36.7908684182716,1.1514825430261508,81.00552902821669,100.0,1,94.786,54.58292805158362,80.8730989745538,71.70381970984597,90,Clear,No,2022,4,5,Saturday,1,2,2,29150.0,22399.0,29838.0,100.0,74.03800386976255,91.53277954044442,32.86567302912076,44.820720317502015,38.430475000967775,1.6429629088675746,40.50276451410834,88.1763652110034,87.64189020088799,-7.170836182786715
2022-04-04,Indiranagar,CMH Road,21921,51.81783181834629,1.283756298100451,81.77088392781462,100.0,1,93.842,70.51338325324798,71.41791148799462,80.75255827642825,107,Clear,No,2022,4,0,Monday,0,2,4,22393.0,34896.0,29837.14285714286,81.00552902821669,100.0,92.52814027736645,36.7908684182716,42.66177597621218,37.283353301077724,2.3638443418797634,40.88544196390731,88.1763652110034,87.64189020088799,-6.405481283188777
2022-04-05,Indiranagar,CMH Road,50491,43.23356829477173,1.5,100.0,100.0,3,150.982,39.98451986692055,78.58887824794998,98.88076837618766,105,Clear,No,2022,4,1,Tuesday,0,2,5,21921.0,22423.0,27983.571428571428,81.77088392781462,76.31279835337104,89.92398083848283,51.81783181834629,34.42063337991091,38.59136127852545,0.8562628645654023,25.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-04-06,Indiranagar,CMH Road,24639,43.8963524070814,1.3194452063693802,81.30097542958801,100.0,1,99.278,24.73235519994024,74.64053567360605,94.0174097925995,87,Clear,No,2022,4,2,Wednesday,0,2,6,50491.0,25636.0,31993.285714285714,100.0,90.37865455997743,93.30786678800125,43.23356829477173,31.20284179785312,39.850351980648426,1.7815801131166606,40.650487714794004,88.1763652110034,87.64189020088799,-6.875389781415393
2022-04-07,Indiranagar,CMH Road,24897,35.28231942260106,1.3480572022206947,90.83852355072078,100.0,3,99.794,62.09302750621152,81.27927199620004,80.42561712626733,97,Clear,No,2022,4,3,Thursday,0,2,7,24639.0,39834.0,31850.85714285714,81.30097542958801,100.0,92.0110554836599,43.8963524070814,40.24867577885309,41.6637106391096,1.4171313580994123,22.709630887680195,88.1763652110034,87.64189020088799,2.6621583397173794
2022-04-08,Indiranagar,CMH Road,13297,51.46083241211854,1.3114057179410228,49.72556637793904,63.74782627293668,2,76.594,75.55124959682301,71.57796777217477,84.46420408754824,179,Clear,No,2022,4,4,Friday,0,2,8,24897.0,34528.0,29717.0,90.83852355072078,100.0,90.70227313376287,35.28231942260106,42.79300472732236,40.954231159645026,3.870108476507373,16.575188792646347,88.1763652110034,87.64189020088799,-38.45079883306436
2022-04-09,Indiranagar,CMH Road,24079,41.905289253005606,1.0495042664336045,71.86415981516214,100.0,0,98.158,77.13059105261082,80.61021456450308,99.1508215353074,79,Clear,No,2022,4,5,Saturday,1,2,9,13297.0,29150.0,26684.0,49.72556637793904,100.0,83.52021118775416,51.46083241211854,32.86567302912076,42.192492257473056,1.7403251485944435,71.86415981516214,88.1763652110034,87.64189020088799,-16.31220539584126
2022-04-10,Indiranagar,CMH Road,33311,30.144098879549908,1.5,100.0,100.0,3,116.622,11.839934063632494,78.02484191721103,87.92776142333955,101,Clear,No,2022,4,6,Sunday,1,2,10,24079.0,22393.0,25959.571428571428,71.86415981516214,81.00552902821669,79.50080544706303,41.905289253005606,36.7908684182716,43.483866003742314,0.9049292689967251,25.0,88.1763652110034,87.64189020088799,11.8236347889966
2022-04-11,Indiranagar,CMH Road,25308,46.28956735182948,1.5,88.02416619095173,100.0,1,100.616,69.60857819345571,62.22188933950584,57.43707549357487,102,Clear,No,2022,4,0,Monday,0,2,11,33311.0,21921.0,27519.285714285714,100.0,81.77088392781462,82.21430130017494,30.144098879549908,51.81783181834629,42.534327498210644,1.8290488127007065,44.012083095475866,88.1763652110034,87.64189020088799,-0.1521990200516683
2022-04-12,Indiranagar,CMH Road,22341,45.21665411703564,1.2349418524551956,65.09674921353452,100.0,0,94.682,51.39851890292397,61.15947720375032,78.66883940007793,111,Clear,No,2022,4,1,Tuesday,0,2,12,25308.0,50491.0,28003.14285714286,88.02416619095173,100.0,83.10762733776596,46.28956735182948,43.23356829477173,41.744575431565394,2.0239315212853337,65.09674921353452,88.1763652110034,87.64189020088799,-23.079615997468878
2022-04-13,Indiranagar,CMH Road,25166,31.728629533617276,1.5,93.22909023176162,100.0,2,100.332,36.42483963962658,72.68329669571803,76.80281771635437,105,Clear,No,2022,4,2,Wednesday,0,2,13,22341.0,24639.0,23981.714285714286,65.09674921353452,81.30097542958801,78.12144865398518,45.21665411703564,43.8963524070814,42.02787340617452,1.260773644346232,31.076363410587206,88.1763652110034,87.64189020088799,5.052725020758217
2022-04-14,Indiranagar,CMH Road,21442,46.06082710258342,1.3201640253300413,71.16069636018649,100.0,1,92.884,38.70627782828071,92.32851322066011,88.50797615430763,91,Clear,No,2022,4,3,Thursday,0,2,14,25166.0,24897.0,24057.0,93.22909023176162,90.83852355072078,79.82546505429569,31.728629533617276,35.28231942260106,40.289627281393926,2.1481590850939005,35.580348180093246,88.1763652110034,87.64189020088799,-17.01566885081691
